instance_id,artist_name,track_hash,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
34428,Type O Negative,0iMN420Q45isZVNlAqzPTW,Love You to Death,48,0.359,0.423,428800,0.738,0.084,F#,0.0801,-7.329,Major,0.0319,111.414,4-Apr,0.276,Alternative
76036,Atmosphere,0Ft0qrlHO6dvV8qTcpltub,Puppets,46,0.299,0.733,221787,0.444,2.61e-06,E,0.10400000000000001,-7.17,Major,0.115,89.10600000000001,4-Apr,0.37200000000000005,Alternative
37341,Hawk Nelson,0i1YwWmVoNlAckK2ej9K4I,Never Let You Down,43,0.297,0.6659999999999999,262560,0.74,0.0,G,0.145,-5.9079999999999995,Minor,0.0375,124.911,4-Apr,0.62,Alternative
85209,Nothing But Thieves,0HVyFhnBlnu70TLb7s465K,Honey Whiskey,49,0.0236,0.561,191947,0.764,1.3699999999999998e-05,C#,0.209,-5.175,Major,0.0422,90.00399999999999,4-Apr,0.657,Alternative
26964,The Score,0ZjEZWUz3QzI2OB3jU29VB,Where You Are,43,0.00972,0.652,226333,0.813,4.05e-05,F#,0.29,-4.737,Major,0.040999999999999995,124.0,4-Apr,0.56,Alternative
53098,My Morning Jacket,0IrWnNhCNPwG2KpEDWly5S,I'm Amazed,41,0.0029,0.46399999999999997,273333,0.7120000000000001,0.0044,C#,0.0693,-5.702999999999999,Major,0.0391,163.92,4-Apr,0.6509999999999999,Alternative
88880,Sum 41,0AK9Du8xhG8xNI3BrJULcQ,Heads Will Roll,51,0.000309,0.40299999999999997,230096,0.8340000000000001,4.79e-06,G,0.221,-3.4530000000000003,Major,0.0423,187.949,4-Apr,0.645,Alternative
47189,Ashes Remain,0736ecsK67zf74RJ2ibusE,End Of Me,50,0.00187,0.59,170427,0.823,0.0,F,0.375,-4.606,Minor,0.0394,129.969,4-Apr,0.5710000000000001,Alternative
69629,Solange,0hk1gSyn3wKgdxqF6qaKUZ,Rise,48,0.6509999999999999,0.507,101813,0.418,7.36e-06,C#,0.126,-8.658999999999999,Minor,0.16699999999999998,84.902,4-Apr,0.24,Alternative
59015,Jeremy Camp,0h5D9uxuZRAfq6qMMX34vN,The Answer,43,0.359,0.536,188640,0.602,0.0,G#,0.14,-6.0120000000000005,Major,0.024,80.97800000000001,4-Apr,0.5329999999999999,Alternative
64388,Skillet,07ElmGRHXcJLqH8LgOerjm,Rebirthing,54,0.00677,0.373,233293,0.9390000000000001,0.0,C#,0.13699999999999998,-3.153,Minor,0.0603,176.02200000000002,4-Apr,0.429,Alternative
31659,Rayana Jay,0i93KhAI7MZTrZAyU6AT5L,If You Won’t,45,0.139,0.581,190000,0.619,0.000793,F#,0.0768,-8.122,Minor,0.21600000000000003,?,5-Apr,0.573,Alternative
26782,Andrew Peterson,0GEJYUMMKh0QimMs1PsRZi,Dancing In The Minefields,47,0.44799999999999995,0.54,210413,0.49700000000000005,2.4100000000000003e-05,C#,0.111,-11.965,Major,0.0408,100.992,4-Apr,0.29,Alternative
69831,Art Of Dying,0IpxVIG5CJJjrDs9rz0597,Get Through This,38,0.00024900000000000004,0.561,148107,0.929,0.00027,D,0.0588,-3.201,Major,0.128,133.129,4-Apr,0.47200000000000003,Alternative
82977,Raveena,0CkTm80ZHMShGRGR74bVqC,Stronger,47,0.6409999999999999,0.594,-1,0.312,0.0361,D,0.0993,-10.63,Minor,0.0584,126.961,4-Apr,0.0456,Alternative
83371,Steven Curtis Chapman,0Jg602cHeMCnPez9baacIe,Dive,39,0.0639,0.674,237709,0.883,1.3300000000000001e-05,G#,0.55,-5.441,Major,0.0513,108.023,4-Apr,0.862,Alternative
57354,Elefante,0cjavaamK4gxP9iZYw5I2X,Durmiendo con la Luna,63,0.0117,0.612,258640,0.507,7.05e-06,C,0.11199999999999999,-7.872000000000001,Major,0.0283,95.01799999999999,4-Apr,0.35200000000000004,Alternative
40289,Empire of the Sun,06nGvrftmyrVIdh21W59xd,High And Low,56,0.0213,0.512,224840,0.768,3.2e-06,C#,0.0918,-4.673,Major,0.045,126.90700000000001,4-Apr,0.322,Alternative
79564,El Tri,0B0y2FImat9j9MJTNRZWfW,Las piedras rodantes,49,0.649,0.556,198040,0.39299999999999996,0.0,C,0.292,-10.427,Major,0.0319,98.226,4-Apr,0.604,Alternative
38614,The Score,0jg2KUI9Qv3lyJilY5gVH0,Believe,46,0.0619,0.56,-1,0.672,0.0,B,0.11199999999999999,-7.471,Minor,0.0421,96.527,4-Apr,0.606,Alternative
23108,Halestorm,06PJVFrJwKY8jjS9wnLhul,Do Not Disturb,53,0.013999999999999999,0.696,203880,0.821,0.0,D,0.0421,-2.9810000000000003,Minor,0.0483,127.006,4-Apr,0.604,Alternative
69348,empty_field,06BYULJGo2m85OpxxbedYl,Girls That Dance,54,0.0694,0.72,205680,0.705,0.0,C#,0.11800000000000001,-7.686,Major,0.436,109.649,4-Apr,0.473,Alternative
73162,Jhene Aiko,05srV7xTggrTwqD0vF8HGM,Moments,58,0.373,0.48,178920,0.643,1.1599999999999999e-05,G#,0.179,-7.62,Minor,0.217,117.443,5-Apr,0.237,Alternative
23728,Siouxsie and the Banshees,0Jjl7vlU56vPjz2STSrC4K,Hong Kong Garden,52,0.000642,0.614,175907,0.721,0.0817,C,0.16699999999999998,-8.962,Major,0.0322,146.629,4-Apr,0.708,Alternative
85879,Slipknot,0zgg2NJG0LVXa5MyrNdET6,Wherein Lies Continue,44,0.000367,0.32799999999999996,336893,0.982,0.0,B,0.38,-2.722,Minor,0.126,155.355,4-Apr,0.67,Alternative
