instance_id,artist_name,track_hash,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
37415,Colt Ford,7aag0fFgE9K1Gj8lJwQaGI,Back (with Jake Owen),46,0.166,0.5429999999999999,242666,0.7440000000000001,0.0,G,0.146,-5.907,Major,0.0306,136.894,4-Apr,0.595,Country
61470,Luke Bryan,785Uvxf6tosqsMbu1yUVT8,Buzzkill,51,0.0293,0.52,217853,0.7759999999999999,0.0,F#,0.106,-4.787,Major,0.0339,144.99200000000002,4-Apr,0.502,Country
76076,Montgomery Gentry,7630jV3IqZTc8cATjk53wp,What Do Ya Think About That,56,0.0504,0.5920000000000001,-1,0.795,6.35e-06,G,0.0852,-6.13,Major,0.0291,157.067,4-Apr,0.705,Country
42527,Kelsea Ballerini,01z3wyn02forxUQHEDAa0R,Music,46,0.19899999999999998,0.529,-1,0.632,0.0,C#,0.11900000000000001,-6.432,Minor,0.0359,?,3-Apr,0.604,Country
75171,Gillian Welch,0ecXU9S3ZCl9X1B5IkcWDn,Revelator,41,0.8290000000000001,0.562,382560,0.282,0.0126,A,0.33,-9.772,Minor,0.0312,146.58,4-Apr,0.156,Country
81921,Josh Turner,01yvyZWcqtI2ZqGhPB2uZq,Deep South,42,0.136,0.79,235800,0.879,0.00118,C,0.0845,-5.6979999999999995,Major,0.0371,116.992,4-Apr,0.963,Country
22066,Craig Campbell,79dQwpXjJ4t3pILysdqFyB,Kids In The South,49,0.205,0.732,176600,0.516,0.0,C,0.129,-5.693,Major,0.0418,125.958,4-Apr,0.818,Country
21923,Eric Church,7A6BNg4vfCa8Ll6X64iHSb,Chevy Van,46,0.442,0.621,168863,0.423,0.0,F,0.10400000000000001,-7.223,Major,0.0428,122.14200000000001,5-Apr,0.667,Country
27574,Danielle Bradbery,0eMV5hwDwDuGULmjFcTZUD,Maybe It Was Memphis - The Voice Performance,34,0.0732,0.467,-1,0.725,3.18e-05,A,0.0814,-4.829,Major,0.0345,147.991,4-Apr,0.39899999999999997,Country
42293,Shotgun Rider,0EdPgxN0Sm0rt6bLPn3B0M,Bottom of This Crown,36,0.23800000000000002,0.618,205587,0.727,0.0,G#,0.10300000000000001,-6.068,Major,0.036000000000000004,116.90700000000001,4-Apr,0.599,Country
23877,Gillian Welch,7aegyzkmhZnoO6xvD0BNc5,Annabelle,52,0.8959999999999999,0.575,243867,0.20199999999999999,0.00528,A,0.139,-11.925999999999998,Minor,0.0317,149.509,4-Apr,0.284,Country
29956,Upchurch,01T0Kq5YOIRF9BQRXJsyfe,Conspiracy,43,0.019,0.769,166101,0.565,3.87e-06,D,0.11900000000000001,-10.817,Major,0.24600000000000002,?,4-Apr,0.254,Country
71567,Tracy Byrd,75WFyYrXPMAWyN6jOBB7IC,I'm From The Country - Single Version,57,0.24600000000000002,0.6779999999999999,213973,0.893,0.0,D,0.268,-3.95,Major,0.0452,129.579,4-Apr,0.9590000000000001,Country
21238,Kane Brown,77UXyXy6qie0sOtLdEIH4A,I Love That I Hate You,51,0.007390000000000001,0.632,187412,0.574,0.0,G,0.10099999999999999,-5.608,Major,0.0276,84.97399999999999,4-Apr,0.63,Country
30060,Danielle Bradbery,01Zc2d1GLQ3SligNHtWeZr,Messy,41,0.0762,0.7,205067,0.597,6.35e-06,C#,0.345,-6.812,Major,0.0438,?,4-Apr,0.171,Country
87038,Smithfield,0dMsMK6XLGiWmnO63yHZHw,Still a Few,19,0.331,0.52,198053,0.621,0.0,A,0.0877,-4.48,Major,0.0336,141.847,4-Apr,0.385,Country
