instance_id,artist_name,track_hash,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
77089,Blockhead,4rSowJBIhylvfBeure8SGh,"Cheer up, You're Not Dead Yet",44,0.00621,0.711,285987,0.621,0.0297,G,0.159,-7.428999999999999,Major,0.0382,142.065,4-Apr,0.607,Jazz
53044,FloFilz,5YE9q7k7stn6su0Q2J9bsW,Corners,34,0.34700000000000003,0.7290000000000001,103703,0.515,0.00692,C,0.127,-10.147,Major,0.184,79.969,1-Apr,0.287,Jazz
84784,Bonobo,4R33D1MJAnb07J1x3AQgDG,We Could Forever,51,0.0181,0.669,-1,0.885,0.88,G,0.265,-7.08,Minor,0.0378,?,4-Apr,0.636,Jazz
29200,Nils Landgren,5shiLLxKQ4U7XLELZeXzxy,A Child Is Born,39,0.9179999999999999,0.484,228733,0.0693,6.92e-05,F,0.139,-15.542,Major,0.0346,82.70700000000001,3-Apr,0.20600000000000002,Jazz
38711,Masayoshi Takanaka,5UpR8EQxMDWNhFunvf1SYn,Samba Pati,36,0.0345,0.473,342867,0.823,0.446,G,0.306,-6.625,Major,0.063,104.694,4-Apr,0.38299999999999995,Jazz
22012,Saint Privat,4q8CkKKnXQxiH4bTVKCm1I,Poisson rouge,53,0.501,0.9209999999999999,151733,0.266,0.134,A#,0.109,-12.749,Minor,0.213,123.04299999999999,4-Apr,0.7609999999999999,Jazz
39200,Kiefer,4S9MV2ANSzv8WJFN4KJ514,Most Beautiful Grl,43,0.501,0.615,200488,0.529,0.879,G,0.124,-7.652,Major,0.0418,?,4-Apr,0.16899999999999998,Jazz
40818,Diana Krall,4PqCIpr1uWNxakSW79FDaZ,The Look Of Love,63,0.6990000000000001,0.58,282000,0.299,0.00386,A#,0.0805,-13.03,Major,0.0269,93.037,4-Apr,0.364,Jazz
40539,"Paul Jackson, Jr.",5y5r73qxpUtqgw6NMmaNAl,"Easy, Like Sunday Morning",32,0.765,0.696,-1,0.617,0.6509999999999999,A,0.11199999999999999,-7.973,Minor,0.0297,131.924,4-Apr,0.47,Jazz
53664,empty_field,5UpdLiSSL5hQPjReuwjCde,Human Nature,39,0.495,0.6559999999999999,269800,0.32,0.0614,B,0.0765,-15.261,Minor,0.0348,91.368,4-Apr,0.573,Jazz
30188,Euge Groove,5tBGVvb39pTM6D9nFBwlRo,In Love With You (feat. Chanel Haynes),38,0.424,0.653,-1,0.515,9.82e-05,G#,0.0652,-6.6739999999999995,Major,0.0374,?,4-Apr,0.29600000000000004,Jazz
84161,L'Indécis,5XSU59wtE5CRCAEyHmmGy4,Homebound,34,0.125,0.569,151607,0.87,0.893,A,0.397,-4.019,Minor,0.135,91.00200000000001,4-Apr,0.5,Jazz
55710,Damu The Fudgemunk,5xgZy6Sg6TwlVGyardvT4s,They Who Flock,38,0.000794,0.7490000000000001,329345,0.659,0.6679999999999999,G#,0.688,-8.881,Minor,0.0527,93.603,4-Apr,0.321,Jazz
28026,TRI4TH,5sRaYTnVObtY8dVUiFBd0F,Sol Levante,42,0.0788,0.705,208027,0.7859999999999999,0.938,G,0.19,-7.77,Minor,0.0315,115.126,4-Apr,0.6679999999999999,Jazz
77284,Guts,5yIiXdLRE85OBiQmCaUenq,It’s Like That (feat. Dillon Cooper),42,0.151,0.779,214489,0.742,0.0017399999999999998,G,0.126,-7.36,Major,0.0412,91.035,4-Apr,0.358,Jazz
54939,Fourplay,5u89YD9CJMFVfFqUoeGy2P,Let's Make Love,38,0.47200000000000003,0.7090000000000001,236733,0.489,0.0,E,0.08,-9.15,Major,0.0661,81.62,4-Apr,0.629,Jazz
91720,Chick Corea,5x7Fb9wMOtxd7eZzQ9EzVd,"Song for Amadeus (Improvisation on Mozart's Piano Sonata No. 2 in F Major, K. 280/189e: II. Adagio) - Vocal",36,0.98,0.509,149067,0.00672,0.00301,G#,0.0842,-30.4,Major,0.0408,127.161,4-Apr,0.327,Jazz
78550,Nick Hakim,4rbQGjAN3avhz6ruSsSnX2,Cuffed,45,0.0372,0.39399999999999996,351387,0.631,0.00581,A,0.0817,-6.39,Minor,0.159,85.553,4-Apr,0.39799999999999996,Jazz
54353,Tricky,5Tdx85q8KQIcIZJ9XoHblt,Black Steel,48,0.0072900000000000005,0.44,340000,0.809,0.0094,A,0.0949,-8.963,Major,0.0836,169.765,4-Apr,0.7390000000000001,Jazz
40302,Chet Baker,4redIYbu2ht613IZ2wbg2w,My Ideal,46,0.8170000000000001,0.534,262627,0.0123,2.2e-05,C,0.0822,-26.88,Minor,0.0646,77.084,3-Apr,0.254,Jazz
35333,Oscar Peterson Trio,5uXR7Nanrm9FfWDrpQBGfN,You Look Good To Me,41,0.748,0.423,292067,0.251,0.23399999999999999,C,0.11800000000000001,-17.635,Major,0.0379,90.38600000000001,4-Apr,0.182,Jazz
